"x" "t"
"73" 0.380032738139389 1
"74" 0.563542880815755 0
"75" 0.412810476176885 1
"76" 0.273993493035724 0
"77" 0.75215124070945 1
"78" 0.369970369790283 0
"79" 0.624062760438451 1
"80" 0.61537378766654 0
"81" 0.888393459321186 1
"82" 0.768525415447286 0
"83" 0.917277632633552 1
"84" 0.91330018800041 1
"85" 0.71845942312884 1
"86" 0.861933364153428 0
"87" 0.671136205825977 0
"88" 0.476566423577963 0
"89" 0.958912350672312 0
"90" 0.525327764889203 1
"91" 0.194788648828064 1
"92" 0.624697209435002 1
"93" 0.475159736035665 0
"94" 0.306888615060169 0
"95" 0.845484624251036 0
"96" 0.815706902186587 1
"97" 0.764964509245242 1
"98" 0.691415198827064 1
"99" 0.684105017696114 0
"100" 0.955076973348293 0
"101" 0.421342337942684 1
"102" 0.525025216203798 0
"103" 0.582590304146038 0
"104" 0.941035407656607 0
"105" 0.606458048559117 1
"106" 0.979838836068378 0
"107" 0.94163029258129 0
"108" 0.953502222970692 0
"109" 0.79653471218957 1
"110" 0.521633873646626 0
"111" 0.559052353655173 1
"112" 0.915274155318689 1
"113" 0.990954989204914 0
"114" 0.895814716821055 0
"115" 0.51786028202302 1
"116" 0.325782265657597 0
"117" 0.788635392752096 0
"118" 0.823748567013591 1
"119" 0.995151065245314 1
"120" 0.61914280014106 0
"121" 0.42163038822822 0
"122" 0.0983542193513635 0
"123" 0.34230625212277 1
"124" 0.862238455985822 0
"125" 0.683698397958189 1
"126" 0.17728618802992 0
"127" 0.581187975421959 0
"128" 0.752185410532042 1
"129" 0.814296796327295 1
"130" 0.880481967802824 0
"131" 0.612620584759813 1
"132" 0.703569752456326 0
"133" 0.905567526656266 1
"134" 0.651560099680457 1
"135" 0.497212921846639 0
"136" 0.383429309568058 0
"137" 0.954809674991485 0
"138" 0.568279079911035 0
"139" 0.84124811214796 0
"140" 0.722001605602522 0
"141" 0.754461487926309 0
"142" 0.837717298008272 0
"143" 0.803184305966472 0
"144" 0.408659109632831 0
"145" 0.796960065801379 0
"146" 0.399983582924241 1
"147" 0.88927142080504 0
"148" 0.934503837172144 0
"149" 0.552949387094123 1
"150" 0.992365166042681 1
"151" 0.783380551755902 1
"152" 0.708244522036849 0
"153" 0.805998896317301 0
"154" 0.394324619954889 0
"155" 0.990319683845006 0
"156" 0.912916963017166 0
"157" 0.638843621278168 0
"158" 0.640395638233235 0
"159" 0.730506553096226 1
"160" 0.760768516050042 0
"161" 0.842036686290159 0
"162" 0.232541357809096 0
"163" 0.582531527537113 1
"164" 0.433009319600092 1
"165" 0.18040211578649 0
"166" 0.782667818655257 1
"167" 0.732171191429575 0
"168" 0.924449034339369 0
"169" 0.594044925188268 0
"170" 0.281757350391731 0
"171" 0.543527763985864 1
"172" 0.875756502960068 1
"173" 0.748917169624959 0
"174" 0.892458596108896 0
"175" 0.897051789318463 0
"176" 0.920960489901234 1
"177" 0.36499928607312 1
"178" 0.446698366851725 1
"179" 0.81184072683448 1
"180" 0.864007207580285 1
"181" 0.883986521092438 0
"182" 0.521263206859173 1
"183" 0.301721714547664 1
"184" 0.388910554414143 0
"185" 0.724892000354163 1
"186" 0.833883684806628 0
"187" 0.897261215251303 1
"188" 0.728259328936571 0
"189" 0.622373195923361 1
"190" 0.704955103596475 1
"191" 0.275056679463607 1
"192" 0.441332499895318 0
"193" 0.162046366488962 0
"194" 0.910046834986852 0
"195" 0.974203633636588 0
"196" 0.200127568176675 1
"197" 0.372731301537015 1
"198" 0.674940134646763 0
"199" 0.93739502461442 0
"200" 0.830041370769919 0
"201" 0.858590844068318 0
"202" 0.974477482550848 0
"203" 0.573211793022987 1
"204" 0.434998813263681 1
"205" 0.649586184481452 0
"206" 0.445918948274953 1
"207" 0.755366918527517 1
"208" 0.739930732068414 1
"209" 0.620568983703695 0
"210" 0.890376065287763 1
"211" 0.989095762519229 1
"212" 0.250997374051285 0
"213" 0.942489329744733 0
"214" 0.112747810677416 0
"215" 0.665564331973441 1
"216" 0.788422272199966 1
"217" 0.681347708064362 0
"218" 0.754035016054556 0
"219" 0.91200523307429 0
"220" 0.69771087603914 0
"221" 0.691180689785787 1
"222" 0.810479842890992 1
"223" 0.881853183232505 0
"224" 0.612661789821971 0
"225" 0.511028338748425 0
"226" 0.78766728715193 0
"227" 0.618392072067211 0
"228" 0.0691116086982198 1
"229" 0.627743171951879 0
"230" 0.880828553044794 0
"231" 0.983568172282354 1
"232" 0.73021603186731 0
"233" 0.774625569619606 0
"234" 0.894185095917613 0
"235" 0.898494166161471 1
"236" 0.0706976414986695 0
"237" 0.800409215847359 0
"238" 0.384842322549112 0
"239" 0.921791214686617 1
"240" 0.851228845588053 0
"241" 0.955825506626038 1
"242" 0.846038888751443 1
"243" 0.327371874752965 0
"244" 0.324859593098464 1
"245" 0.895287751779551 0
"246" 0.1930028345314 1
"247" 0.288020716843367 0
"248" 0.741133675486583 1
"249" 0.315472597062346 1
"250" 0.0923535537279371 1
"251" 0.976673419758202 1
"252" 0.640113635300232 1
"253" 0.475348931225476 1
"254" 0.164966485485243 0
"255" 0.373693517541335 1
"256" 0.923750620013477 1
"257" 0.636166019630797 1
"258" 0.978068098207341 0
"259" 0.435597325469538 0
"260" 0.869203127317047 0
"261" 0.604068120888708 1
"262" 0.765597057420908 0
"263" 0.295079131736877 1
"264" 0.492204581545198 1
"265" 0.252768209779679 0
"266" 0.765062110743203 0
"267" 0.569269048184983 1
"268" 0.86979475124565 0
"269" 0.6090110602651 0
"270" 0.868915678563291 1
"271" 0.589750527983035 1
"272" 0.793828329787519 0
"273" 0.901628617249537 1
"274" 0.638579040696461 0
"275" 0.874979879716514 0
"276" 0.462767094058965 0
"277" 0.991275449684324 1
"278" 0.540221862359832 1
"279" 0.494954307635255 1
"280" 0.773581369780751 1
"281" 0.548078120320252 1
"282" 0.369656547864753 1
"283" 0.617858963234418 1
"284" 0.830709828885164 1
"285" 0.788380718052469 1
"286" 0.933861537019018 0
"287" 0.291450500450182 1
"288" 0.904017651286612 1
"289" 0.258007248425383 1
"290" 0.764333938917071 0
"291" 0.995611263690744 0
"292" 0.499662443923516 0
"293" 0.343998039787699 0
"294" 0.763569298632452 0
"295" 0.412959603477092 0
"296" 0.846274626726078 1
"297" 0.969070037417866 0
"298" 0.734963900103453 0
"299" 0.161285312177889 1
"300" 0.889399015350607 0
"301" 0.907979517555982 0
"302" 0.866142334611934 0
"303" 0.213657051685093 0
"304" 0.871409809777318 0
"305" 0.609124349882203 1
"306" 0.459438512821077 0
"307" 0.13741334432282 1
"308" 0.999829710222113 0
"309" 0.883659617040648 1
"310" 0.947818309235426 0
"311" 0.543555322200784 1
"312" 0.823067717742754 0
"313" 0.859721011119935 1
"314" 0.756804262059416 1
"315" 0.61733711586164 1
"316" 0.532241463852725 1
"317" 0.95299470336379 0
"318" 0.40411723795543 0
"319" 0.598597318458132 1
"320" 0.597519893222378 1
"321" 0.386775882262734 0
"322" 0.843883121454011 0
"323" 0.522739452996604 0
"324" 0.500766793112935 0
"325" 0.561742457077231 0
"326" 0.949011099346074 0
"327" 0.972806410346 1
"328" 0.423490220389672 1
"329" 0.755091745848589 1
"330" 0.425768676517591 0
"331" 0.386127520286583 0
"332" 0.933277158560509 1
"333" 0.65466131493023 1
"334" 0.952849703437458 1
"335" 0.12191423181941 1
"336" 0.98094964249991 1
"337" 0.642218177980928 1
"338" 0.54797651170732 1
"339" 0.691273271325139 0
"340" 0.76490937527871 0
"341" 0.172664506667197 0
"342" 0.99255832020557 0
"343" 0.891389766448904 1
"344" 0.95755960628208 0
"345" 0.897430750325938 1
"346" 0.743313905504998 0
"347" 0.973170498886482 0
"348" 0.93146145596208 0
"349" 0.555680392201503 0
"350" 0.546391318879697 1
"351" 0.802844637789081 0
"352" 0.602541126321095 1
"353" 0.281161666375772 0
"354" 0.759442307326206 0
"355" 0.358422233792739 0
"356" 0.92534308333633 0
"357" 0.904663038921707 0
"358" 0.384970058795859 1
"359" 0.48472029455557 1
"360" 0.366593451503412 1
"361" 0.65659353919241 1
"362" 0.275759797243915 1
"363" 0.324394827439464 0
"364" 0.789775078306875 1
"365" 0.620652447953725 1
"366" 0.808603196638136 1
"367" 0.766069253301744 1
"368" 0.719032382178615 0
"369" 0.937231718025819 1
"370" 0.682587851839479 0
"371" 0.336535695561107 1
"372" 0.0924958509609071 0
"373" 0.627612782621794 0
"374" 0.70634588212262 1
"375" 0.805923443323783 0
"376" 0.781430341476998 0
"377" 0.94261795010246 1
"378" 0.556298696236148 0
"379" 0.97340938454354 0
"380" 0.78653588243162 0
"381" 0.387290772242213 1
"382" 0.869358940857745 1
"383" 0.30474810476697 0
"384" 0.861166085834962 1
"385" 0.886460606139987 1
"386" 0.291103440302565 0
"387" 0.735222654939695 1
"388" 0.755462909158754 0
"389" 0.303491865345477 0
"390" 0.855213418804633 0
"391" 0.909462477178151 1
"392" 0.477722277133586 0
"393" 0.90526084026311 1
"394" 0.546667024384434 0
"395" 0.788134075999564 1
"396" 0.815305411505504 1
"397" 0.174079279331637 0
"398" 0.770975172504756 0
"399" 0.258246589123619 1
"400" 0.41625466374954 1
"401" 0.322602947499397 1
"402" 0.533664383612411 1
"403" 0.986607943351639 1
"404" 0.395236617702277 0
"405" 0.60081601207439 1
"406" 0.455241546315217 1
"407" 0.511975061692862 0
"408" 0.421328669716727 0
"409" 0.914188057403711 1
"410" 0.911377497547883 0
"411" 0.289014118950669 0
"412" 0.76273275251329 1
"413" 0.403532292767261 1
"414" 0.71479099919534 1
"415" 0.866329274292978 0
"416" 0.28129592654479 1
"417" 0.282759094667196 1
"418" 0.865625883440187 1
"419" 0.877149742858902 0
"420" 0.933480534237544 1
"421" 0.513437342750131 0
"422" 0.589567274467093 1
"423" 0.198785131500947 1
"424" 0.663309149217537 1
"425" 0.757484468159502 0
"426" 0.98728793999759 1
"427" 0.387266084672738 0
"428" 0.145911265878187 0
"429" 0.974809431462565 0
"430" 0.478790532402295 0
"431" 0.772025087393699 1
"432" 0.683470034901677 1
"433" 0.742683259642141 0
"434" 0.801404341961154 0
"435" 0.71886269085724 0
"436" 0.771576523576288 0
"437" 0.760149424701755 1
"438" 0.238316208843151 0
"439" 0.65935691926342 0
"440" 0.796050827881202 1
"441" 0.810857300384924 0
"442" 0.90396388429841 0
"443" 0.618488840015523 0
"444" 0.69743274945981 0
"445" 0.411022581510728 0
"446" 0.629975032731665 1
"447" 0.449217397079548 0
"448" 0.99222978954397 0
"449" 0.502086345423328 1
"450" 0.727132522405229 1
"451" 0.870846255800514 1
"452" 0.470440855623161 1
"453" 0.888980060503045 0
"454" 0.892255021121765 0
"455" 0.431164707747875 0
"456" 0.93303667005627 1
"457" 0.451247948695869 1
"458" 0.529852236138979 1
"459" 0.182579438672864 1
"460" 0.135012778331895 0
"461" 0.332396524807637 1
"462" 0.918310682783841 0
"463" 0.803217964252109 1
"464" 0.386130197354389 1
"465" 0.300976693200139 1
"466" 0.914990472629946 1
"467" 0.657675372186652 0
"468" 0.984206902186628 0
"469" 0.568415147983714 0
"470" 0.814719682908569 0
"471" 0.446625890377424 1
"472" 0.519988507883423 1
"473" 0.783459285205025 1
"474" 0.124428633591743 0
"475" 0.256966099642538 1
"476" 0.652953542751945 0
"477" 0.904620226052325 0
"478" 0.317753404065469 0
"479" 0.999530498683048 0
"480" 0.438004496942195 0
"481" 0.380880457281805 1
"482" 0.492028203867084 1
"483" 0.806338291771234 0
"484" 0.851723303690669 1
"485" 0.418346951523172 1
"486" 0.19144679502465 0
"487" 0.613121325245144 1
"488" 0.865487857672275 0
"489" 0.97317672942803 0
"490" 0.830519785122039 0
"491" 0.727660374849643 1
"492" 0.934421505052362 1
"493" 0.475982298062153 1
"494" 0.85485947273754 0
"495" 0.980333000681199 1
"496" 0.942396203492492 0
"497" 0.277053663616734 1
"498" 0.858548723508354 1
"499" 0.983515692237456 0
"500" 0.864167706014461 0
